State-County FIPS,Active Loans,Average Borrower Gross Income,Very Low Income,Low Income,Moderate Income,Average Debt Ratio,"American Indian/
Alaskan Native",Asian,"Black/
African-America",Hawaiian/Pacific Islander,White,Hispanic,Married,Average No of Depend,Average Hshld Size,First Time Home Buyer,Average Borrower Age,Disability,PUD,Condo,Coop,Unknown  HSG Proj Type,Detached Structure,Attached Structure,Unknown Stucture,Manufactured Homes,Average Living Area (Square Ft),Average Request Amount,Average Loan Amount,Average LTV,Average Appraised Value
01001,123,"54,069.98",1,10,111,0.35,0,0,11,0,113,3,56,0.8,2.1,101,36,1,21,0,0,3,119,1,3,0,"1,608","141,430.75","140,690.34",0.98,"143,260.25"
01003,"1,300","53,844.14",14,122,"1,142",0.36,4,2,76,5,"1,214",33,615,0.7,2.2,"1,104",38,6,343,6,2,46,"1,241",13,46,1,"1,688","132,843.54","131,807.31",1,"133,171.71"
01005,67,"44,365.34",5,14,48,0.36,0,0,25,0,43,1,25,0.9,2.1,57,39,1,1,0,0,4,63,0,4,0,"1,518","101,446.28","101,311.15",0.96,"105,179.10"
01007,83,"52,175.29",3,6,73,0.34,0,0,11,0,72,0,38,0.7,2.1,70,37,0,0,0,0,2,80,1,2,0,"1,413","109,024.70","108,577.41",0.97,"112,278.05"
01009,579,"51,319.76",6,78,486,0.34,2,3,7,0,567,15,274,0.7,2.1,481,36,1,11,0,1,20,551,8,20,0,"1,445","115,258.32","114,486.41",0.98,"116,973.32"
01011,13,"48,735.37",0,0,12,0.37,0,0,11,0,2,0,6,0.2,1,8,43,0,3,0,0,3,10,0,3,0,"1,712","118,449.75","114,555.77",0.98,"120,041.67"
01013,44,"49,536.32",1,7,36,0.35,0,0,12,0,32,1,20,0.9,2.4,40,38,1,1,0,0,4,40,0,4,0,"1,612","100,948.91","100,948.91",0.99,"101,909.09"
01015,501,"48,840.26",10,65,421,0.35,0,1,41,4,456,9,220,0.7,2.2,420,36,1,4,0,0,17,483,1,17,0,"1,535","109,048.79","108,523.41",0.97,"111,799.66"
01017,244,"46,856.03",10,46,188,0.35,0,0,56,0,189,4,88,0.8,2.2,222,39,4,5,0,0,1,241,2,1,0,"1,570","92,635.43","92,676.64",0.97,"95,963.73"
01019,142,"48,983.20",6,17,119,0.35,0,0,2,1,139,1,80,0.6,2.2,122,38,0,0,0,0,1,140,1,1,0,"1,500","98,482.58","98,635.08",0.96,"102,347.89"
01021,219,"50,468.04",5,25,188,0.36,1,0,14,0,204,4,107,0.8,2.3,176,37,2,6,0,0,3,212,4,3,0,"1,558","112,980.02","112,734.80",0.97,"116,454.17"
01023,24,"50,100.52",2,1,20,0.32,0,0,8,0,16,0,10,0.6,1.8,20,42,1,0,0,0,1,23,0,1,0,"1,814","97,038.39","96,062.83",0.96,"100,465.22"
01025,100,"54,937.38",1,5,94,0.36,0,0,23,0,77,1,50,1,2.5,84,38,1,0,0,0,3,97,0,3,0,"1,645","106,977.52","106,947.68",0.97,"109,579.50"
01027,29,"51,170.38",0,3,26,0.33,0,0,5,0,24,0,18,1,2.6,25,41,2,0,0,0,1,27,1,1,0,"1,642","97,684.07","97,550.31",0.97,"100,882.76"
01029,47,"65,914.40",1,5,41,0.35,0,0,2,0,46,0,27,1.2,2.7,38,35,0,1,0,0,2,45,0,2,0,"1,758","116,685.70","116,685.70",0.96,"121,087.23"
01031,386,"51,626.13",9,38,331,0.34,2,6,52,1,327,22,150,1,2.3,321,38,1,26,0,0,13,339,34,13,0,"1,578","113,007.98","111,631.71",0.98,"114,702.04"
01033,108,"48,543.35",5,20,83,0.34,1,1,5,1,101,0,58,0.8,2.5,97,37,1,2,0,0,1,107,0,1,0,"1,602","92,731.65","93,006.28",0.99,"93,609.26"
01035,16,"45,625.00",0,3,13,0.37,0,0,5,0,11,0,10,0.4,1.6,15,41,0,0,0,0,1,15,0,1,0,"1,514","76,981.75","76,981.75",0.89,"84,625.00"
01037,20,"53,807.30",0,2,18,0.3,0,0,4,0,16,0,12,1,2.6,14,38,0,0,0,0,1,19,0,1,0,"1,533","104,756.20","105,394.42",0.96,"108,300.00"
01039,172,"51,046.92",7,26,136,0.34,1,0,17,0,155,2,86,0.7,2.1,141,37,1,1,0,0,10,162,0,10,0,"1,533","90,577.26","89,697.35",0.96,"93,785.25"
01041,27,"41,360.31",2,4,20,0.31,0,0,6,0,21,0,9,0.4,1.8,23,38,0,0,0,0,3,24,0,3,0,"1,639","85,934.77","84,231.85",0.98,"88,084.62"
01043,680,"49,287.73",15,86,561,0.35,0,2,3,1,674,11,355,0.7,2.3,551,36,4,0,0,0,21,657,2,21,0,"1,465","104,317.88","103,108.20",0.99,"105,748.19"
01045,377,"47,047.51",14,66,290,0.33,2,2,71,1,302,16,147,0.8,2.2,336,39,5,2,0,0,21,347,9,21,0,"1,472","96,647.06","95,756.55",0.99,"97,659.43"
01047,107,"48,155.24",2,13,92,0.36,0,0,64,0,43,1,42,1,2.3,97,40,1,0,0,0,0,106,1,0,0,"1,718","109,182.91","109,125.56",0.97,"110,688.41"
01049,527,"46,665.43",18,77,424,0.34,3,5,8,0,510,24,280,0.7,2.1,426,35,1,2,0,1,38,489,0,38,0,"1,571","99,407.85","98,846.04",0.99,"101,151.42"
01051,838,"51,370.34",13,93,727,0.35,4,3,112,1,720,12,357,0.7,2.2,687,36,4,85,0,0,13,813,12,13,0,"1,573","130,747.13","130,520.76",0.98,"132,280.06"
01053,221,"47,980.80",7,24,188,0.35,7,0,57,1,157,5,101,0.8,2,200,38,2,0,0,0,21,200,0,21,0,"1,645","96,898.95","96,854.62",0.97,"100,231.05"
01055,547,"49,664.54",6,77,462,0.35,2,2,21,0,524,4,270,0.7,2.2,442,37,5,2,0,0,10,535,2,10,0,"1,622","115,250.76","115,139.15",0.98,"117,651.42"
01057,61,"51,129.16",3,5,53,0.33,0,0,5,0,56,0,33,0.9,2.4,53,37,1,1,0,0,2,58,1,2,0,"1,723","102,753.59","102,866.27",0.97,"106,273.77"
01059,129,"49,860.61",2,21,105,0.34,0,0,4,1,125,5,73,0.9,2.5,102,36,0,2,0,0,3,125,1,3,0,"1,586","89,812.13","89,432.91",0.98,"91,194.92"
01061,165,"49,818.88",8,22,134,0.33,0,0,12,0,153,2,86,0.9,2.5,136,39,0,0,0,0,6,158,1,6,0,"1,604","96,146.05","95,789.87",0.97,"98,942.07"
01063,9,"43,722.00",2,0,6,0.39,0,0,5,0,4,0,2,0.8,1.4,6,34,0,0,0,0,2,7,0,2,0,"1,784","123,267.50","116,237.78",0.98,"125,875.00"
01065,83,"48,124.88",0,12,70,0.38,0,0,31,0,52,0,28,0.6,1.9,72,39,0,6,0,0,2,81,0,2,0,"1,495","116,222.39","115,437.19",0.99,"117,373.17"
01067,147,"47,653.03",2,24,118,0.35,0,1,29,1,116,2,55,0.6,1.8,129,37,1,2,0,0,14,133,0,14,0,"1,579","113,461.05","112,058.10",0.98,"114,242.36"
01069,369,"51,355.49",5,39,321,0.34,0,1,34,1,336,7,196,0.8,2.4,307,37,1,7,0,0,10,358,1,10,0,"1,526","118,695.41","118,044.76",0.99,"119,279.57"
01071,352,"47,322.78",8,58,282,0.33,2,0,11,0,340,5,191,0.8,2.2,285,37,1,1,0,0,37,315,0,37,0,"1,507","100,104.84","99,621.06",0.99,"100,890.52"
01073,"1,170","51,990.45",20,126,"1,024",0.36,2,1,345,2,823,13,394,0.6,2.1,"1,030",38,9,300,0,1,5,"1,146",19,5,0,"1,543","129,241.39","129,405.23",0.99,"130,593.63"
01075,66,"51,647.51",2,5,58,0.33,0,0,6,0,60,0,49,1,2.5,55,40,1,1,0,0,10,54,2,10,0,"1,747","87,840.45","87,069.55",0.97,"90,984.62"
01077,456,"49,572.73",5,77,371,0.34,1,1,8,0,447,7,247,0.7,2.3,356,36,6,12,0,1,5,447,4,5,0,"1,552","105,191.97","104,868.37",0.99,"105,654.11"
01079,218,"49,544.72",5,37,174,0.33,2,0,18,0,199,0,104,0.7,2.1,174,37,1,10,0,0,3,212,3,3,0,"1,595","104,277.11","104,058.53",0.97,"106,161.57"
01081,447,"49,569.14",4,77,357,0.36,0,0,66,2,380,9,203,0.7,2.1,390,35,2,30,0,0,29,417,1,29,0,"1,494","123,061.85","122,237.68",0.98,"124,879.79"
01083,"1,403","51,219.51",74,242,"1,072",0.35,5,10,182,4,"1,206",33,609,0.6,2,"1,112",37,9,158,0,0,37,"1,356",10,37,0,"1,617","122,980.29","122,447.23",0.99,"123,433.27"
01085,10,"46,199.60",0,3,7,0.31,0,0,3,0,7,0,3,1.2,2.6,8,38,0,0,0,0,0,10,0,0,0,"2,325","106,090.20","106,090.20",0.97,"111,434.00"
01087,20,"47,297.05",0,4,15,0.36,0,0,14,0,6,0,9,0.7,1.9,15,46,0,2,0,0,4,16,0,4,0,"1,689","93,911.37","90,880.80",0.98,"95,526.32"
01089,"3,103","51,846.27",128,567,"2,287",0.35,14,20,715,6,"2,355",66,"1,228",0.6,1.9,"2,436",37,15,480,0,1,224,"2,873",6,224,0,"1,681","131,714.47","129,481.78",0.99,"131,714.52"
01091,92,"53,551.53",1,3,87,0.35,0,0,21,0,71,2,43,0.6,2.1,84,38,1,0,0,0,1,89,2,1,0,"1,684","115,836.16","115,006.42",0.98,"117,811.59"
01093,139,"50,845.40",2,13,121,0.34,0,0,3,0,136,2,88,0.8,2.4,110,37,3,1,0,0,4,134,1,4,0,"1,637","93,697.63","92,601.57",0.96,"97,411.76"
01095,"1,444","43,923.83",81,276,"1,050",0.33,1,7,27,1,"1,404",107,654,0.6,1.8,"1,115",38,11,3,0,0,151,"1,286",7,151,0,"1,490","97,074.53","96,093.59",0.99,"98,099.95"
01097,"1,882","52,473.03",20,186,"1,658",0.37,8,15,316,3,"1,544",50,776,0.7,2.2,"1,655",36,9,384,1,4,30,"1,849",3,30,1,"1,612","127,293.39","126,795.36",1,"127,627.66"
01099,52,"46,319.10",1,12,38,0.33,0,0,14,0,38,0,21,0.8,2.2,43,39,0,0,0,0,3,49,0,3,0,"1,654","91,826.02","90,865.78",0.96,"95,274.51"
01101,40,"55,178.53",0,2,38,0.35,0,0,13,0,27,1,22,0.8,2.4,33,35,0,5,0,0,2,37,1,2,0,"1,769","137,503.88","137,288.41",0.97,"142,095.00"
01103,381,"51,584.62",10,40,327,0.34,0,0,7,1,373,3,200,0.8,2.4,289,36,4,21,0,0,13,368,0,13,0,"1,564","119,260.56","118,773.36",0.99,"120,268.97"
01105,1,"38,810.00",0,0,1,0.29,0,0,0,0,1,0,0,0,1,1,31,0,0,0,0,0,1,0,0,0,"1,713","80,503.00","80,503.00",1.01,"80,000.00"
01107,100,"51,448.56",0,10,87,0.35,0,0,27,0,73,0,41,0.7,2.1,83,39,1,4,0,0,9,91,0,9,0,"1,694","102,511.46","100,412.50",0.97,"104,658.76"
01109,175,"49,840.77",3,21,149,0.34,0,0,47,0,128,1,71,0.7,2.1,146,36,1,5,0,0,4,171,0,4,0,"1,574","123,824.34","122,938.06",0.99,"125,409.83"
01111,97,"47,559.94",3,10,82,0.34,0,0,30,0,67,1,48,0.9,2.3,91,36,0,0,0,0,11,85,1,11,0,"1,604","91,313.40","90,642.71",0.97,"94,824.74"
01113,129,"49,952.16",2,16,107,0.37,0,0,58,0,71,4,62,0.9,2.1,109,41,4,28,0,0,14,114,1,14,0,"2,029","139,677.55","137,165.19",0.99,"140,954.54"
01115,"1,113","52,769.13",16,107,990,0.36,2,1,103,3,"1,007",13,451,0.6,2.1,920,37,5,362,0,1,2,"1,091",20,2,0,"1,541","136,770.81","136,753.94",0.99,"137,039.85"
01117,"1,232","51,732.23",11,115,"1,104",0.37,2,6,247,1,979,19,473,0.6,2,"1,052",37,4,711,0,0,16,"1,161",55,16,0,"1,588","137,805.10","137,751.72",0.99,"137,878.65"
01119,26,"44,034.65",0,3,23,0.34,0,0,9,0,17,0,5,0.4,1.6,23,37,0,1,0,0,1,25,0,1,0,"1,668","114,256.27","114,256.27",1,"114,115.38"
01121,454,"50,717.67",14,41,398,0.34,2,0,100,0,352,3,210,0.7,2.1,386,39,3,14,1,0,15,434,5,15,0,"1,571","108,120.31","107,975.08",0.97,"111,680.13"
01123,284,"45,438.25",14,53,205,0.33,0,2,54,0,229,3,115,0.6,1.8,217,37,1,4,0,0,32,251,1,32,0,"1,467","93,868.86","92,099.55",0.97,"94,820.22"
01125,"1,329","53,367.64",16,100,"1,213",0.36,0,9,317,0,"1,004",22,471,0.7,2,"1,182",35,5,313,1,0,2,"1,303",24,2,0,"1,572","142,561.92","142,587.32",0.99,"143,891.53"
01127,281,"50,737.10",9,34,235,0.33,3,0,7,0,272,1,114,0.7,2.3,235,37,1,11,0,0,4,275,2,4,0,"1,516","101,347.94","100,628.53",0.98,"102,050.35"
01129,31,"58,014.58",0,1,30,0.34,0,0,4,0,27,1,17,1.1,2.6,24,33,0,0,0,0,0,31,0,0,0,"1,841","126,795.45","126,713.19",0.98,"129,551.61"
01131,18,"55,512.41",0,1,16,0.35,0,0,6,0,12,0,7,0.7,1.9,15,43,0,0,0,0,1,16,1,1,0,"1,819","104,248.94","101,209.40",0.98,"106,376.47"
01133,52,"48,660.55",1,7,43,0.34,0,0,0,0,52,1,33,1.2,2.9,46,34,0,1,0,0,1,51,0,1,0,"1,603","87,146.16","86,457.11",0.97,"89,592.16"
02013,1,"88,152.00",0,0,1,0.33,0,0,0,0,1,0,0,0,1,0,32,0,0,0,0,0,1,0,0,0,"1,220","139,896.00","139,896.00",0.89,"158,000.00"
02016,2,"133,968.00",0,0,2,0.36,0,0,0,0,2,0,2,0,2,2,36,0,0,0,0,0,2,0,0,0,"1,509","318,877.00","318,877.00",0.96,"330,000.00"
02050,10,"80,411.78",0,5,4,0.34,6,1,0,0,2,1,5,0.7,1.4,7,40,0,0,0,0,5,5,0,5,0,"2,053","213,033.78","204,530.40",0.89,"234,111.11"
02060,3,"76,050.67",0,3,0,0.2,1,0,0,0,2,0,1,0.3,1.7,3,37,0,0,0,0,0,3,0,0,0,"1,385","126,530.00","126,530.00",0.8,"166,666.67"
02070,7,"85,790.71",0,3,4,0.34,4,0,0,0,3,1,2,1.7,3.1,7,47,0,0,0,0,0,7,0,0,0,"1,505","231,664.86","231,664.86",1,"231,857.14"
02090,228,"70,980.07",2,66,152,0.35,4,3,1,1,220,4,110,0.8,2.3,204,36,0,0,0,0,18,208,2,18,0,"1,315","187,321.52","184,189.43",1,"186,891.82"
02100,8,"88,884.50",0,3,5,0.31,2,0,0,0,6,0,6,1.3,2.4,7,43,0,0,0,0,2,6,0,2,0,"1,495","184,460.75","184,460.75",0.95,"196,562.50"
02105,1,"84,456.00",0,1,0,0.25,0,0,0,0,1,0,1,3,5,0,37,0,0,0,0,0,1,0,0,0,"1,636","236,503.00","236,503.00",1.01,"234,000.00"
02110,149,"103,881.01",11,44,92,0.35,9,5,0,2,134,7,85,1,2.7,127,35,0,1,26,2,2,104,43,2,0,"1,360","289,467.69","287,105.71",1.01,"286,782.31"
02122,582,"65,657.66",27,182,324,0.34,33,2,1,3,548,17,255,0.8,2.1,440,38,3,1,24,0,90,480,12,90,0,"1,227","181,983.91","174,935.16",0.99,"181,436.91"
02130,124,"74,661.57",5,75,40,0.35,14,11,0,1,98,5,63,0.7,2.1,93,42,1,0,13,0,28,78,18,28,0,"1,438","192,701.02","190,614.69",0.96,"198,308.33"
02150,276,"80,867.22",22,117,117,0.34,28,92,2,9,141,27,176,1,2.4,214,42,1,9,0,0,64,195,17,64,0,"1,341","207,197.75","199,767.11",0.98,"209,329.38"
02170,"1,369","67,784.17",55,392,843,0.36,58,13,14,7,"1,287",50,653,0.9,2.3,"1,087",36,5,139,25,1,175,"1,166",28,175,0,"1,311","183,975.70","178,833.20",0.98,"185,436.67"
02180,35,"94,947.68",1,17,16,0.33,15,0,1,0,20,2,15,1.6,3,28,37,0,0,0,0,5,29,1,5,0,"1,158","206,231.09","202,728.23",0.9,"193,705.88"
02185,4,"118,882.00",0,1,3,0.3,3,1,0,0,0,0,3,2.8,4.5,3,41,0,0,0,0,0,4,0,0,0,"1,433","194,133.25","194,133.25",1.01,"191,500.00"
02188,2,"53,398.00",0,2,0,0.31,0,0,0,0,2,0,0,0,1,2,28,0,0,0,0,0,2,0,0,0,916,"178,061.00","178,061.00",0.99,"180,000.00"
02198,15,"72,065.33",2,8,5,0.33,2,0,0,0,13,1,9,0.9,2.7,14,43,0,0,0,0,1,14,0,1,0,"1,263","186,167.60","186,167.60",0.98,"189,933.33"
02220,29,"95,187.31",2,6,21,0.37,6,0,0,0,23,0,17,0.9,2.5,21,38,0,0,1,0,0,27,2,0,0,"1,393","280,996.03","280,996.03",0.99,"283,965.52"
02240,29,"65,048.75",1,13,14,0.35,0,0,0,0,29,2,18,1.3,3,23,38,0,0,0,0,4,25,0,4,0,"1,553","180,490.07","177,369.72",0.99,"182,607.14"
02261,22,"92,372.05",0,3,17,0.34,0,1,0,0,21,0,15,1,2.4,16,39,0,1,0,0,3,18,1,3,0,"1,400","211,733.95","202,842.23",0.99,"213,700.00"
02275,19,"83,892.21",2,11,6,0.32,1,2,0,1,15,1,11,0.9,2.6,17,37,0,0,0,0,0,19,0,0,0,"1,767","199,318.95","199,318.95",0.98,"202,421.05"
02290,1,"54,600.00",1,0,0,0.41,0,0,0,0,1,0,1,8,10,1,35,0,0,0,0,0,1,0,0,0,"1,376","168,637.00","168,637.00",0.99,"170,000.00"
04001,132,"50,663.53",1,29,101,0.33,3,3,0,0,126,17,77,1.4,3.1,110,39,0,4,0,0,3,128,1,3,0,"1,582","121,410.22","121,138.98",0.98,"124,348.21"
04003,532,"47,827.55",65,144,319,0.35,8,3,7,1,516,281,252,1.1,2.7,461,40,9,40,2,0,9,519,4,9,0,"1,583","122,333.84","121,859.40",0.99,"122,994.15"
04005,195,"59,989.94",6,34,154,0.37,16,2,1,1,175,14,111,1.1,2.7,170,37,0,27,1,0,2,178,15,2,0,"1,498","185,518.67","184,893.72",0.97,"187,883.79"
04007,279,"51,679.83",12,45,222,0.34,3,1,1,1,274,46,119,1,2.5,243,41,3,17,2,0,1,275,3,1,0,"1,386","125,784.45","125,825.40",0.99,"127,691.24"
04009,568,"56,221.49",11,85,469,0.35,2,0,6,1,559,182,296,1.5,3.1,453,37,4,30,0,0,7,561,0,7,5,"1,605","142,314.70","142,064.73",0.98,"144,696.96"
04011,28,"57,392.11",2,5,21,0.34,0,0,0,0,28,6,19,1.6,3.4,24,41,1,1,0,0,1,27,0,1,1,"1,825","120,229.14","120,368.65",0.97,"122,983.64"
04012,26,"52,514.38",0,5,19,0.37,1,0,0,0,25,8,16,1,2.7,22,42,0,2,0,0,2,24,0,2,0,"1,296","129,961.54","123,762.58",0.97,"133,953.63"
04013,"2,244","55,604.66",117,781,"1,330",0.38,21,22,129,8,"2,071",746,"1,052",1.2,2.8,"1,952",40,15,"1,689",0,0,18,"2,223",3,18,1,"1,967","155,501.96","155,136.29",1,"154,999.09"
04015,"1,239","45,457.92",113,417,579,0.35,16,40,5,2,"1,161",150,530,0.7,2.2,916,43,26,111,1,1,187,"1,044",8,187,0,"1,446","109,528.51","105,742.22",0.99,"110,822.28"
04017,353,"50,706.83",14,69,265,0.65,12,3,2,2,336,34,207,1.2,2.9,293,39,4,24,0,0,16,333,4,16,0,"1,558","130,886.79","129,904.40",0.99,"132,880.38"
04019,"2,117","55,669.41",75,667,"1,372",0.37,25,16,56,13,"2,016",933,955,1.1,2.7,"1,777",39,9,"1,818",0,1,3,"2,077",37,3,0,"1,809","156,865.65","156,766.39",1,"154,832.53"
04021,"4,864","51,243.87",476,"1,810","2,524",0.37,64,72,217,25,"4,490","1,307","2,094",1,2.6,"4,128",41,50,"3,414",3,1,83,"4,767",14,83,0,"1,932","129,267.30","128,630.46",1,"128,963.54"
04023,795,"39,574.82",155,309,327,0.34,1,4,1,0,788,738,464,1.4,3,720,41,1,86,1,1,6,781,8,6,0,"1,565","99,484.48","99,383.30",0.97,"101,239.36"
04025,"1,119","49,061.66",60,332,668,0.36,11,10,5,2,"1,091",161,528,0.9,2.5,906,42,16,201,1,0,77,"1,024",18,77,0,"1,461","140,743.09","137,181.27",0.99,"142,004.10"
04027,"1,198","40,760.37",196,428,561,0.36,4,7,1,0,"1,182","1,158",750,1.4,3.2,"1,114",38,1,31,1,0,21,"1,167",10,21,0,"1,312","116,871.27","116,333.85",0.99,"117,336.04"
05001,284,"46,674.09",8,46,227,0.35,1,0,45,0,239,2,126,0.7,2.2,225,39,0,1,1,0,4,279,1,4,0,"1,568","94,679.06","94,345.75",0.98,"96,404.35"
05003,70,"51,807.24",0,13,57,0.33,0,0,9,0,61,0,40,1,2.5,47,40,2,0,0,0,4,65,1,4,0,"1,705","89,723.40","89,654.49",0.98,"92,015.71"
05005,680,"42,520.50",18,99,558,0.33,2,1,1,0,676,3,304,0.7,2.3,531,39,18,87,0,0,52,517,111,52,0,"1,391","95,426.76","95,105.27",0.97,"97,696.76"
05007,"3,525","50,439.82",150,623,"2,683",0.34,45,46,50,10,"3,390",281,"1,702",0.7,2.2,"2,845",38,13,761,0,0,169,"3,291",65,169,0,"1,490","117,817.97","116,860.20",0.97,"118,845.49"
05009,596,"44,261.82",20,100,466,0.32,2,1,0,0,594,3,322,0.7,2.3,486,39,6,3,0,0,53,531,12,53,0,"1,389","96,590.75","95,921.19",0.98,"99,166.75"
05011,43,"46,513.10",0,6,36,0.35,1,0,11,0,30,2,26,1.2,2.7,36,36,0,1,0,0,3,40,0,3,0,"1,813","90,359.93","88,993.74",0.95,"95,221.43"
05013,34,"52,436.62",0,2,32,0.34,0,0,4,0,30,0,18,1,2.5,24,39,1,0,0,0,3,31,0,3,0,"1,639","78,939.53","78,678.03",0.98,"81,352.94"
05015,203,"44,703.88",2,41,153,0.31,5,1,0,1,197,50,108,1,2.5,167,42,2,10,0,0,16,187,0,16,0,"1,407","97,410.07","96,162.53",0.96,"100,565.66"
05017,15,"45,131.13",0,5,10,0.32,0,0,7,0,8,1,4,0.3,1.7,13,47,0,1,0,0,0,14,1,0,0,"1,536","67,084.20","66,965.31",1,"67,033.33"
05019,216,"47,109.88",5,35,176,0.34,1,1,43,0,172,7,129,0.7,1.7,172,40,2,2,0,0,22,151,43,22,0,"1,627","94,627.15","94,749.76",0.97,"97,855.56"
05021,152,"43,670.00",8,21,121,0.29,0,0,0,0,152,1,72,0.7,2.1,123,38,1,0,0,0,14,137,1,14,0,"1,460","64,116.14","63,758.62",0.96,"66,481.33"
05023,224,"45,920.96",10,53,158,0.34,0,0,1,0,223,1,108,0.9,2.4,177,41,4,1,0,0,11,212,1,11,0,"1,429","101,926.94","101,302.62",0.98,"104,180.91"
05025,41,"49,354.37",2,7,32,0.36,0,0,4,0,37,0,26,1.1,2.8,30,41,0,0,0,0,0,41,0,0,0,"1,781","97,612.29","97,612.29",0.95,"102,734.15"
05027,110,"42,488.88",5,22,81,0.32,1,0,44,0,66,4,52,0.8,2.1,91,41,5,0,0,0,20,89,1,20,0,"1,602","90,520.52","89,823.00",1,"90,693.98"
05029,243,"45,383.79",12,73,154,0.35,0,1,11,0,231,4,120,0.7,2.1,187,38,3,3,0,1,13,220,10,13,0,"1,503","97,357.72","96,813.84",0.97,"99,537.88"
05031,754,"47,839.76",20,77,634,0.34,1,2,12,0,736,14,367,0.6,1.9,583,37,10,4,0,1,68,682,4,68,0,"1,419","102,217.68","100,835.57",0.98,"103,387.79"
05033,"1,233","46,482.66",28,313,835,0.33,5,20,17,3,"1,181",96,648,0.7,2.2,980,38,16,46,0,1,122,"1,034",77,122,0,"1,458","105,620.88","103,494.60",1,"106,244.12"
05035,634,"50,540.06",15,82,504,0.37,0,6,210,0,421,7,244,0.8,2.1,483,40,1,2,0,0,79,552,3,79,0,"1,585","127,961.79","124,494.19",0.98,"129,346.25"
05037,254,"48,343.54",6,28,217,0.32,0,0,38,1,216,5,147,0.9,2.4,200,40,2,0,0,1,16,236,2,16,0,"1,613","94,363.55","93,888.18",0.97,"96,304.78"
05039,40,"44,166.48",0,8,32,0.31,0,0,19,0,21,2,17,1.1,2.4,27,43,0,0,0,0,3,37,0,3,0,"1,798","80,505.03","81,309.31",0.97,"83,960.00"
05041,104,"44,486.49",5,17,81,0.32,0,0,42,0,63,7,46,0.9,2.4,85,40,1,0,0,1,2,89,13,2,0,"1,665","71,849.67","71,700.39",0.95,"76,212.62"
05043,95,"48,214.29",2,19,73,0.34,0,0,20,0,74,3,53,0.9,2.5,79,39,1,0,0,0,6,84,5,6,0,"1,711","99,148.38","98,631.20",0.97,"102,584.04"
05045,"1,231","50,499.32",54,267,899,0.35,1,3,52,1,"1,174",28,631,0.8,2.4,971,35,4,34,0,3,36,"1,178",17,36,0,"1,463","123,240.99","122,801.01",0.99,"123,594.50"
05047,421,"42,145.51",18,142,254,0.3,0,0,2,0,418,11,215,0.6,2,298,39,5,9,0,0,55,339,27,55,0,"1,400","83,088.31","82,864.70",0.97,"87,506.84"
05049,75,"42,878.31",5,8,61,0.31,0,0,1,0,73,0,39,0.9,2.4,69,38,0,6,0,0,9,53,13,9,0,"1,426","80,566.58","80,117.16",0.96,"84,890.51"
05051,678,"50,638.18",12,104,559,0.36,1,4,22,0,653,16,327,0.7,2.1,542,39,11,162,1,0,4,631,43,4,0,"1,568","120,235.71","120,024.10",0.99,"121,435.45"
05053,355,"50,011.01",9,75,269,0.35,2,0,4,1,349,7,153,0.9,2.3,268,39,0,9,0,0,12,338,5,12,0,"1,511","110,112.40","109,919.68",0.97,"113,758.23"
05055,869,"46,134.97",19,123,718,0.33,2,2,1,0,864,13,443,0.7,2.2,688,38,9,2,0,0,71,795,3,71,0,"1,480","97,716.17","97,234.54",0.98,"99,213.12"
05057,126,"46,072.55",0,17,107,0.33,2,0,26,0,99,10,65,0.7,2.1,103,40,1,0,0,0,14,110,2,14,0,"1,577","83,088.73","82,792.90",0.98,"84,454.50"
05059,386,"49,050.23",11,61,313,0.35,0,1,37,0,348,2,213,0.8,2.1,311,38,2,13,0,0,10,334,42,10,0,"1,511","99,565.26","99,415.16",0.98,"102,784.68"
05061,100,"46,615.87",2,16,78,0.34,0,0,12,0,88,9,57,0.9,2.3,74,38,1,0,0,0,10,89,1,10,0,"1,702","96,620.83","94,701.07",0.98,"98,913.54"
05063,446,"45,083.06",24,125,293,0.33,2,1,7,1,435,8,229,0.7,2.3,363,38,2,0,0,0,12,423,11,12,0,"1,490","92,200.02","91,735.80",0.98,"94,052.31"
05065,105,"43,839.90",3,24,77,0.31,1,0,0,0,104,1,54,0.8,2.3,73,39,1,12,0,1,6,88,11,6,0,"1,476","85,684.44","85,296.96",0.97,"88,905.77"
05067,214,"41,599.66",6,58,148,0.31,0,0,16,0,198,2,101,0.6,2.1,176,39,1,0,0,0,23,178,13,23,0,"1,557","68,856.86","68,531.03",0.96,"71,589.62"
05069,149,"51,395.61",1,26,121,0.35,0,0,50,0,99,1,69,1,2.4,129,39,2,6,0,1,2,145,2,2,0,"1,706","114,255.30","113,904.75",0.98,"115,859.46"
05071,724,"41,475.19",71,213,429,0.32,8,13,12,1,682,134,386,0.9,2.5,552,38,5,2,0,0,82,611,31,82,0,"1,370","86,015.14","85,450.75",0.97,"86,615.71"
05073,18,"50,164.18",0,3,14,0.33,0,0,8,0,10,0,10,1.2,2.7,14,42,0,0,0,0,2,16,0,2,0,"1,812","85,264.67","84,806.12",0.98,"86,735.29"
05075,220,"40,504.33",12,43,165,0.33,0,0,0,0,220,0,131,0.7,2.3,183,39,8,0,0,0,22,197,1,22,0,"1,437","68,700.46","68,725.95",0.97,"70,715.68"
05077,27,"42,846.97",1,4,20,0.33,0,0,13,0,14,1,14,0.8,2.2,22,45,0,0,0,0,4,22,1,4,0,"1,709","75,515.64","72,829.30",0.98,"76,800.00"
